date;nom_plan_eau;habitat;region;latitude;longitude;groupe;especes;nom_commun;type_observation;source;references;code_observation
2008-06-13;Saumons, Rivière aux;rivière;Montérégie;45.03321;-74.51801;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME195
2008-06-13;Saumons, Rivière aux;rivière;Montérégie;45.03321;-74.51801;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME196
2008-06-13;Saumons, Rivière aux;rivière;Montérégie;45.03321;-74.51801;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME197
2008-06-13;Saumons, Rivière aux;rivière;Montérégie;45.03321;-74.51801;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME198
2008-06-13;Saumons, Rivière aux;rivière;Montérégie;45.03182;-74.51566;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME191
2008-06-13;Saumons, Rivière aux;rivière;Montérégie;45.02620;-74.51527;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME187
2008-06-13;Saumons, Rivière aux;rivière;Montérégie;45.02620;-74.51527;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME188
2008-06-13;Saumons, Rivière aux;rivière;Montérégie;45.02620;-74.51527;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME189
2008-06-13;Saumons, Rivière aux;rivière;Montérégie;45.02620;-74.51527;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME190
2008-06-15;Saint-Laurent, Fleuve;fleuve;Chaudière-Appalaches;46.74446;-71.28873;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA751
2008-06-16;Saumons, Rivière aux;rivière;Montérégie;45.00194;-74.51540;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME207
2008-06-16;Saumons, Rivière aux;rivière;Montérégie;45.00194;-74.51540;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME208
2008-06-18;Saumons, Rivière aux;rivière;Montérégie;45.03478;-74.51962;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME211
2008-06-18;Saumons, Rivière aux;rivière;Montérégie;45.03273;-74.51868;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME210
2008-06-18;Saumons, Rivière aux;rivière;Montérégie;45.02753;-74.51567;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME209
2008-06-19;Saumons, Rivière aux;rivière;Montérégie;45.01479;-74.52713;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME213
2008-06-19;Saumons, Rivière aux;rivière;Montérégie;45.01479;-74.52713;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME214
2008-06-19;Saumons, Rivière aux;rivière;Montérégie;45.02177;-74.52327;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME217
2008-06-19;Saumons, Rivière aux;rivière;Montérégie;45.02177;-74.52327;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME218
2008-06-19;Saumons, Rivière aux;rivière;Montérégie;45.01060;-74.52097;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME212
2008-06-19;Saumons, Rivière aux;rivière;Montérégie;45.02565;-74.51592;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME215
2008-06-19;Saumons, Rivière aux;rivière;Montérégie;45.02565;-74.51592;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME216
2008-06-30;Feu, Ruisseau de;ruisseau;Lanaudière;45.71989;-73.50472;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC58
2008-07-02;Saumons, Rivière aux;rivière;Montérégie;45.03582;-74.52382;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME222
2008-07-02;Saumons, Rivière aux;rivière;Montérégie;45.03582;-74.52382;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME223
2008-07-02;Saumons, Rivière aux;rivière;Montérégie;45.03582;-74.52382;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME224
2008-07-02;Saumons, Rivière aux;rivière;Montérégie;45.03582;-74.52382;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME225
2008-07-02;Saumons, Rivière aux;rivière;Montérégie;45.03582;-74.52382;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME226
2008-07-02;Saumons, Rivière aux;rivière;Montérégie;45.03582;-74.52382;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME227
2008-07-02;Saumons, Rivière aux;rivière;Montérégie;45.03373;-74.51913;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME219
2008-07-02;Saumons, Rivière aux;rivière;Montérégie;45.03373;-74.51913;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME220
2008-07-02;Saumons, Rivière aux;rivière;Montérégie;45.03373;-74.51913;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME221
2008-07-15;Saint-Laurent, Fleuve;fleuve;Chaudière-Appalaches;46.74446;-71.28873;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA752
2008-07-17;Outaouais, Rivière des;rivière;Outaouais;45.55607;-75.32909;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA756
2008-07-17;Outaouais, Rivière des;rivière;Outaouais;45.55921;-75.32487;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA757
2008-07-17;Outaouais, Rivière des;rivière;Outaouais;45.56408;-75.31892;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA758
2008-07-17;Outaouais, Rivière des;rivière;Outaouais;45.56852;-75.29880;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA754
2008-07-17;Outaouais, Rivière des;rivière;Outaouais;45.56852;-75.29880;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA755
2008-07-17;Outaouais, Rivière des;rivière;Outaouais;45.56902;-75.29790;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA753
2008-07-18;Saint-Laurent, Fleuve;fleuve;Montérégie;45.36333;-73.78650;crustacé;Hemimysis anomala;Crevette rouge sang;Échantillonnage scientifique;Littérature scientifique;Kestrup et Ricciardi (2008);HEAN48
2008-08-08;Saint-Laurent, Fleuve;fleuve;Montérégie;45.36333;-73.78650;crustacé;Hemimysis anomala;Crevette rouge sang;Échantillonnage scientifique;Littérature scientifique;Kestrup et Ricciardi (2008);HEAN49
2008-08-15;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.38916;-72.39561;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME228
2008-08-15;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.39906;-72.37086;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME229
2008-08-15;Saint-Laurent, Fleuve;fleuve;Chaudière-Appalaches;46.74446;-71.28873;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA759
2008-08-20;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.41268;-72.27305;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME230
2008-08-21;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.41606;-72.26251;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME231
2008-08-21;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.42115;-72.25026;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME232
2008-08-21;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.44737;-72.22655;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA749
2008-08-22;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.49369;-72.20943;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME233
2008-08-22;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.50199;-72.20647;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME234
2008-08-25;Champlain, Rivière;rivière;Mauricie;46.44725;-72.28135;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME235
2008-08-25;Saint-Laurent, Fleuve;fleuve;Mauricie;46.45557;-72.26270;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME236
2008-08-25;Saint-Laurent, Fleuve;fleuve;Mauricie;46.46450;-72.25976;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME237
2008-08-25;Saint-Laurent, Fleuve;fleuve;Mauricie;46.47269;-72.25782;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME238
2008-08-25;Saint-Laurent, Fleuve;fleuve;Mauricie;46.48101;-72.25324;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME239
2008-08-25;Saint-Laurent, Fleuve;fleuve;Mauricie;46.48938;-72.25161;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME240
2008-08-26;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.36166;-72.47081;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME241
2008-08-26;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.36752;-72.46250;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME242
2008-08-26;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.37286;-72.45441;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME243
2008-08-26;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.37829;-72.44105;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME244
2008-08-26;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.37772;-72.43015;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME245
2008-09-15;Saint-Laurent, Fleuve;fleuve;Montérégie;45.36333;-73.78667;crustacé;Echinogammarus ischnus;Petite crevette d'eau douce;Échantillonnage scientifique;Littérature scientifique;Kestrup et Ricciardi (2010);ECIS38
2008-09-15;Saint-Laurent, Fleuve;fleuve;Montérégie;45.37533;-73.77583;crustacé;Echinogammarus ischnus;Petite crevette d'eau douce;Échantillonnage scientifique;Littérature scientifique;Kestrup et Ricciardi (2010);ECIS39
2008-09-15;Saint-Laurent, Fleuve;fleuve;Montréal;45.43950;-73.77467;crustacé;Echinogammarus ischnus;Petite crevette d'eau douce;Échantillonnage scientifique;Littérature scientifique;Kestrup et Ricciardi (2010);ECIS40
2008-09-15;Saint-Laurent, Fleuve;fleuve;Montréal;45.43350;-73.68617;crustacé;Echinogammarus ischnus;Petite crevette d'eau douce;Échantillonnage scientifique;Littérature scientifique;Kestrup et Ricciardi (2010);ECIS41
2008-09-15;Saint-Laurent, Fleuve;fleuve;Chaudière-Appalaches;46.74446;-71.28873;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA760
2008-09-18;Saint-Laurent, Fleuve;fleuve;Chaudière-Appalaches;46.74183;-71.29600;poisson;Neogobius melanostomus;Gobie à taches noires;Pêche commerciale;MELCCFP;Réseau de détection EAE;NEME246
2008-09-18;Saint-Laurent, Fleuve;fleuve;Chaudière-Appalaches;46.74183;-71.29600;poisson;Neogobius melanostomus;Gobie à taches noires;Pêche commerciale;MELCCFP;Réseau de détection EAE;NEME247
2008-09-23;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.34342;-72.51075;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME175
2008-09-23;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.34400;-72.50700;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME248
2008-09-23;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.40750;-72.38008;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME176
2008-09-23;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.41017;-72.37617;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME249
2008-09-23;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.40367;-72.37317;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME250
2008-09-23;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.40675;-72.37275;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME177
2008-09-24;Saint-Laurent, Fleuve;fleuve;Mauricie;46.50200;-72.24092;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME178
2008-09-24;Saint-Laurent, Fleuve;fleuve;Mauricie;46.50550;-72.23983;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME252
2008-09-24;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.53117;-72.17725;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME179
2008-09-24;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.53217;-72.17583;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME253
2008-09-24;Saint-Laurent, Fleuve;fleuve;Capitale-Nationale;46.67889;-71.80806;poisson;Neogobius melanostomus;Gobie à taches noires;Pêche commerciale;MELCCFP;Réseau de détection EAE;NEME251
2008-10-15;Saint-Laurent, Fleuve;fleuve;Chaudière-Appalaches;46.74446;-71.28873;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA761
2009;Litchfield, Lac;lac;Outaouais;45.80781;-76.54728;hydrozoaire;Craspedacusta sowerbii;Méduse d'eau douce;Mention du public;freshwaterjellyfish.com;;CRSO50
2009-05-15;Deux Montagnes, Lac des;lac;Montréal;45.45013;-73.93739;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC59
2009-05-27;Saint-Laurent, Fleuve;fleuve;Montérégie;45.59531;-73.48572;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME254
2009-06-05;Saint-Laurent, Fleuve;fleuve;Montérégie;45.59547;-73.48533;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;;NEME255
2009-06-08;Saint-Laurent, Fleuve;fleuve;Mauricie;46.17525;-72.94575;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;Lampsilis;CYCA766
2009-06-08;Saint-Laurent, Fleuve;fleuve;Mauricie;46.17525;-72.94575;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;Lampsilis;DRPO23
2009-06-08;Saint-Laurent, Fleuve;fleuve;Mauricie;46.20828;-72.81808;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME591
2009-06-08;Saint-Laurent, Fleuve;fleuve;Mauricie;46.20828;-72.81808;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;Lampsilis;DRPO22
2009-06-08;Saint-Laurent, Fleuve;fleuve;Mauricie;46.21057;-72.81217;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME257
2009-06-08;Saint-Laurent, Fleuve;fleuve;Mauricie;46.21057;-72.81217;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME258
2009-06-08;Saint-Laurent, Fleuve;fleuve;Mauricie;46.21057;-72.81217;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME259
2009-06-08;Saint-Laurent, Fleuve;fleuve;Mauricie;46.25800;-72.74642;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;Lampsilis;DRPO21
2009-06-08;Saint-Laurent, Fleuve;fleuve;Mauricie;46.24267;-72.72967;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME590
2009-06-08;Saint-Laurent, Fleuve;fleuve;Mauricie;46.24267;-72.72967;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;Lampsilis;DRPO20
2009-06-08;Saint-Laurent, Fleuve;fleuve;Mauricie;46.24450;-72.72500;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME256
2009-06-09;Saint-Laurent, Fleuve;fleuve;Lanaudière;45.85067;-73.27642;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME593
2009-06-09;Saint-Laurent, Fleuve;fleuve;Lanaudière;45.85350;-73.27483;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME263
2009-06-09;Saint-Laurent, Fleuve;fleuve;Montérégie;46.04283;-73.15067;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME592
2009-06-09;Saint-Laurent, Fleuve;fleuve;Montérégie;46.04283;-73.15067;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;Lampsilis;DRPO24
2009-06-09;Saint-Laurent, Fleuve;fleuve;Montérégie;46.04517;-73.14800;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME260
2009-06-09;Saint-Laurent, Fleuve;fleuve;Montérégie;46.04517;-73.14800;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME261
2009-06-09;Saint-Laurent, Fleuve;fleuve;Montérégie;46.04517;-73.14800;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME262
2009-06-10;Saint-Laurent, Fleuve;fleuve;Montérégie;45.23117;-74.18112;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME595
2009-06-10;Saint-Laurent, Fleuve;fleuve;Montérégie;45.23117;-74.18112;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;Lampsilis;DRPO26
2009-06-10;Saint-Laurent, Fleuve;fleuve;Montérégie;45.23183;-74.17507;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME270
2009-06-10;Saint-Laurent, Fleuve;fleuve;Montérégie;45.40028;-73.78433;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME594
2009-06-10;Saint-Laurent, Fleuve;fleuve;Montérégie;45.40028;-73.78433;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;Lampsilis;DRPO25
2009-06-10;Saint-Laurent, Fleuve;fleuve;Montérégie;45.40200;-73.78238;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME264
2009-06-10;Saint-Laurent, Fleuve;fleuve;Montérégie;45.40200;-73.78238;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME265
2009-06-10;Saint-Laurent, Fleuve;fleuve;Montérégie;45.40200;-73.78238;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME266
2009-06-10;Saint-Laurent, Fleuve;fleuve;Montérégie;45.40200;-73.78238;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME267
2009-06-10;Saint-Laurent, Fleuve;fleuve;Montérégie;45.40200;-73.78238;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME268
2009-06-10;Saint-Laurent, Fleuve;fleuve;Montérégie;45.40200;-73.78238;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME269
2009-06-10;Saint-Laurent, Fleuve;fleuve;Montérégie;45.65633;-73.47258;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;Lampsilis;DRPO27
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.21533;-74.22883;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME271
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.21533;-74.22883;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME272
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.22050;-74.22167;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME596
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.22050;-74.22167;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;Lampsilis;DRPO28
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.20433;-74.20350;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME273
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.20433;-74.20350;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME274
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.20433;-74.20350;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME275
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.20433;-74.20350;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME276
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.20433;-74.20350;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME277
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.20433;-74.20350;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME278
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.20433;-74.20350;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME279
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.20433;-74.20350;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME280
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.20433;-74.20350;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME281
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.20433;-74.20350;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME282
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.20433;-74.20350;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME283
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.20433;-74.20350;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME284
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.20433;-74.20350;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME285
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.20433;-74.20350;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME286
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.20433;-74.20350;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME287
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.20433;-74.20350;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME288
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.20433;-74.20350;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME289
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.20433;-74.20350;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME290
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.20433;-74.20350;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME291
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.20433;-74.20350;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME292
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.20433;-74.20350;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME293
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.20433;-74.20350;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME294
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.20433;-74.20350;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME295
2009-06-11;Saint-Laurent, Fleuve;fleuve;Montérégie;45.20433;-74.20350;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;Lampsilis;NEME296
