date;nom_plan_eau;habitat;region;latitude;longitude;groupe;especes;nom_commun;type_observation;source;references;code_observation
1993-05-30;Sans Nom, Étang;étang;Saguenay - Lac-Saint-Jean;48.66000;-72.56861;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC02
1994;Saguenay, Rivière;rivière;Saguenay - Lac-Saint-Jean;48.00000;-70.00000;crustacé;Eurytemora affinis;Copepode E. affinis;Échantillonnage scientifique;Littérature scientifique;Lee (1999);
1994;Saint-Jean, Lac;lac;Saguenay - Lac-Saint-Jean;48.00000;-71.00000;crustacé;Eurytemora affinis;Copepode E. affinis;Échantillonnage scientifique;Littérature scientifique;Lee (1999);
1994-05-13;Caribou, Lac;lac;Chaudière-Appalaches;46.01639;-71.32273;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA34
1994-05-23;Kennedy, Ruisseau;ruisseau;Laurentides;46.00028;-75.40028;crustacé;Cambarus robustus;Écrevisse gèante;Mention du public;MELCCFP;;CARO03
1994-08-02;Chaudière, Rivière;rivière;Chaudière-Appalaches;46.73698;-71.27898;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA35
1995-05-01;Sans Nom, Étang;étang;Montérégie;45.53333;-73.35000;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC03
1995-06-02;Caribou, Lac;lac;Chaudière-Appalaches;46.01639;-71.32273;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA36
1995-06-19;Chemin St François;route;Mauricie;46.62116;-72.94243;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC04
1995-07-01;Saint-Laurent, Fleuve;fleuve;Chaudière-Appalaches;46.74446;-71.28873;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA171
1995-07-31;Saint-Laurent, Fleuve;fleuve;Chaudière-Appalaches;46.91667;-70.73333;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO01_02
1995-08-01;Saint-Laurent, Fleuve;fleuve;Chaudière-Appalaches;46.74446;-71.28873;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA172
1995-08-12;Hughes, Lac;lac;Outaouais;45.85530;-76.44676;hydrozoaire;Craspedacusta sowerbii;Méduse d'eau douce;Échantillonnage scientifique;MELCCFP;;CRSO11
1995-09-01;Saint-Laurent, Fleuve;fleuve;Chaudière-Appalaches;46.74446;-71.28873;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA173
1995-09-12;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.09778;-73.05917;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA37
1995-09-12;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.11583;-73.03417;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA38
1995-09-13;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.15278;-73.04528;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA39
1995-09-13;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.14722;-73.02583;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA40
1995-09-13;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.15639;-73.00722;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA41
1995-09-14;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.08778;-73.14694;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA42
1995-09-20;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13444;-72.87722;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA44
1995-09-20;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13583;-72.85250;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA43
1995-09-21;Saint-Laurent, Fleuve;fleuve;Mauricie;46.26278;-72.77972;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA45
1995-09-26;Saint-Laurent, Fleuve;fleuve;Mauricie;46.17611;-72.95472;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA50
1995-09-26;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.15694;-72.92611;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA47
1995-09-26;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.15694;-72.92611;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA48
1995-09-26;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.15694;-72.92611;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA49
1995-09-26;Saint-Laurent, Fleuve;fleuve;Mauricie;46.17889;-72.89111;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA46
1995-09-27;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.15611;-73.00694;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA51
1995-09-27;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.16167;-72.99806;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA52
1995-09-27;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.16167;-72.99806;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA53
1995-09-27;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.16167;-72.99806;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA54
1995-09-27;Saint-Laurent, Fleuve;fleuve;Mauricie;46.18056;-72.94611;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA55
1995-09-27;Saint-Laurent, Fleuve;fleuve;Mauricie;46.18056;-72.94611;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA56
1995-09-27;Saint-Laurent, Fleuve;fleuve;Mauricie;46.20806;-72.91139;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA57
1995-09-28;Saint-Laurent, Fleuve;fleuve;Montérégie;46.10444;-73.00083;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA58
1995-09-28;Saint-Laurent, Fleuve;fleuve;Montérégie;46.10444;-73.00083;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA59
1995-09-28;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.11556;-72.98528;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA60
1995-09-28;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.11556;-72.98528;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA61
1995-09-28;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.16028;-72.97194;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA63
1995-09-28;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.14333;-72.96389;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA62
1995-09-29;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.12444;-72.94417;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA65
1995-09-29;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.12444;-72.94417;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA66
1995-09-29;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.12444;-72.94417;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA67
1995-09-29;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13556;-72.92583;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA64
1995-10-01;Saint-Laurent, Fleuve;fleuve;Chaudière-Appalaches;46.74446;-71.28873;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA174
1995-10-03;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.12194;-73.01083;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA68
1995-10-03;Saint-Laurent, Fleuve;fleuve;Mauricie;46.21778;-72.90861;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA69
1995-10-04;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.11556;-73.01806;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA70
1995-10-04;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.16056;-72.82722;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA71
1995-10-04;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.16056;-72.82722;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA72
1995-10-05;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.15333;-73.04528;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA73
1995-10-05;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.15333;-73.04528;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA74
1995-10-05;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.16306;-72.82028;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA75
1995-10-06;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.09167;-73.12333;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA76
1995-10-06;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.10139;-73.10722;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA77
1995-10-11;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.07083;-73.15500;poisson;Oncorhynchus tshawytscha;Saumon chinook;Échantillonnage scientifique;MELCCFP;RSI;ONTS10
1995-10-11;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.05861;-73.15444;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA78
1995-10-11;Saint-Laurent, Fleuve;fleuve;Mauricie;46.24250;-72.84056;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA79
1995-10-12;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.05833;-73.16250;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA80
1995-10-12;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.05833;-73.16250;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA81
1995-10-12;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.07083;-73.15500;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA82
1995-10-12;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.07083;-73.15500;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA83
1995-10-12;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.08806;-73.14611;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA84
1995-10-12;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.08806;-73.14611;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA85
1995-10-12;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.08806;-73.14611;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA86
1995-10-12;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13278;-72.91444;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA87
1995-10-12;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13278;-72.90278;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA88
1995-10-12;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13278;-72.90278;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA89
1995-10-12;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13278;-72.90278;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA90
1995-10-12;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13278;-72.90278;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA91
1995-10-12;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13278;-72.90278;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA92
1995-10-12;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13278;-72.90278;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA93
1995-10-12;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13278;-72.90278;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA94
1995-10-12;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13278;-72.90278;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA95
1995-10-12;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13278;-72.90278;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA96
1995-10-12;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13278;-72.90278;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA97
1995-10-12;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13917;-72.88556;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA100
1995-10-12;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13917;-72.88556;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA101
1995-10-12;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13917;-72.88556;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA102
1995-10-12;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13917;-72.88556;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA98
1995-10-12;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13917;-72.88556;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA99
1995-10-13;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.12472;-73.07722;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA104
1995-10-13;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.11000;-73.07361;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA103
1995-10-13;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13778;-72.87194;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA105
1995-10-13;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13778;-72.87194;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA106
1995-10-13;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13778;-72.87194;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA107
1995-10-13;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13778;-72.87194;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA108
1995-10-13;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13778;-72.87194;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA109
1995-10-13;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13778;-72.87194;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA110
1995-10-13;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13778;-72.87194;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA111
1995-10-13;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13778;-72.86750;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA112
1995-10-13;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13778;-72.86750;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA113
1995-10-13;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13778;-72.86750;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA114
1995-10-13;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13778;-72.86750;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA115
1995-10-13;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13778;-72.86750;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA116
1995-10-13;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13778;-72.86750;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA117
1995-10-13;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13778;-72.86750;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA118
1995-10-13;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.13778;-72.86750;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA119
1995-10-13;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.14194;-72.85528;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA120
1995-10-13;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.14194;-72.85528;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA121
1995-10-13;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.14194;-72.85528;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA122
1995-10-13;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.14194;-72.85528;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA123
1995-10-13;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.14194;-72.85528;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA124
1995-10-13;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.14194;-72.85528;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA125
1995-10-14;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.17139;-72.78361;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA126
1995-10-14;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.17139;-72.78361;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA127
1995-10-14;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.17139;-72.78361;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA128
1995-10-14;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.17528;-72.77861;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA129
1995-10-14;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.17528;-72.77861;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA130
1995-10-14;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.17528;-72.77861;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA131
1995-10-14;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.18806;-72.75917;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA132
1995-10-14;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.18806;-72.75917;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA133
1995-10-14;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.18806;-72.75917;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA134
1995-10-14;Saint-Laurent, Fleuve;fleuve;Capitale-Nationale;46.66946;-71.79110;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA175
1995-10-15;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.19278;-72.75056;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA135
1995-10-15;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.19278;-72.75056;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA136
